Andrew Lauer,"Andrew Michael Lauer (born June 19, 1965) (also known as Andy Lauer) is an American feature and documentary filmmaker, actor, and social activist."
Masami Kikuchi,"Masami Kikuchi (菊池 正美, Kikuchi Masami, born April 24, 1960 in Nagano) is a Japanese voice actor and narrator. He was affiliated with Troubador Music Office until March 2010. He then worked as freelance until April 2011, when he was employed by Kenyu Office."
Ai Orikasa,"Ai Orikasa (折笠 愛, Orikasa Ai, born Kikue Orikasa (折笠 きく江, Orikasa Kikue) on December 12, 1963) is a Japanese actress, voice actress and singer from Tokyo, Japan. She formerly worked for Production Baobab but left for Axlone, Toshiyuki Morikawa's agency. Orikasa also provided the Japanese dub voice for Jessica Rabbit in Who Framed Roger Rabbit. Her debut work was Shoukoushi Cedie in 1988. She is best known for the roles of Pururun (Kyatto Ninden Teyandee), Ryoko (Tenchi Muyo!), Ayame Fujieda/Kaede Fujieda (Sakura Wars) and Quatre Raberba Winner (Mobile Suit Gundam Wing)."
Yuri Amano,"Yuri Amano (天野 由梨, Amano Yuri, born January 5, 1966) is a Japanese voice actress who is affiliated with Arts Vision. Her real name, as well as her former stage name is Tomoko Yoshikawa (吉川 智子, Yoshikawa Tomoko). Her best known role is Kiyone Makibi in the Tenchi Muyo! franchise. Other major roles include Asako Nakamura in Ushio and Tora, Keiko Yukimura in YuYu Hakusho, Alcyone in Magic Knight Rayearth, and Lorelei in the Saber Marionette J series. In video games, she voices Mary Argent in Tales of Destiny, Hokuto in Street Fighter EX, Ibuki in Street Fighter III, and Etoile Rosenqueen in the Marl Kingdom series."
Drew Snyder,"Drew Snyder (born September 25, 1946 in Buffalo, New York) is an American actor of film and television. He is best known for his roles in films such as Commando, Firestarter, and Cruel Intentions, a well as numerous guest and recurring roles in several well-known television series including American Horror Story, NYPD Blue, and Life Goes On."
Rupert Cox,"Rupert Michael Fiennes Cox (born 20 August 1967 in Guildford, Surrey) is a former English cricketer. Cox was a left-handed batsman and a right-arm off break bowler."
Michael McGlone,"Michael McGlone (born August 10, 1972 in White Plains, New York) is an American actor, singer, songwriter, and comedian. He is perhaps best known as the film noiresque spokesman for GEICO insurance posing rhetorical questions in the vein of Robert Stack or Rod Serling, which are then acted out in humorous fashion."
James Urbaniak,"James Christian Urbaniak (born September 17, 1963) is an American character actor and voice actor. Best known for playing Dr. Thaddeus Rusty Venture in The Venture Bros."
Tony Hale,"Anthony Hale (born September 30, 1970) is an American actor and comedian. He is known for his role in the Fox comedy series Arrested Development as the neurotic Buster Bluth.  Hale played Gary Walsh on the HBO comedy Veep from 2012 until its conclusion in 2019, for which he won the 2013 and 2015 Primetime Emmy Award for Outstanding Supporting Actor in a Comedy Series."
Fernandel,"Fernand Joseph Désiré Contandin (8 May 1903 – 26 February 1971), better known as Fernandel, was a French actor and singer. Born in Marseille, France, to Désirée Bedouin and Denis Contandin, originating in Perosa Argentina, an Occitan town located in the province of Turin. He was a comedy star who first gained popularity in French vaudeville, operettas, and music-hall revues. His stage name originated from his marriage to Henriette Manse, the sister of his best friend and frequent cinematic collaborator Jean Manse. So attentive was he to his wife that his mother-in-law amusingly referred to him as Fernand d'elle (""Fernand of her"")."
Jacques Castelot,Jacques Castelot (born Jacques Marie Paul Éloi Storms) (11 July 1914 – 25 August 1989) was a French film actor. He appeared in 86 films between 1938 and 1982. His brother was the writer André Castelot and their father was the Symbolist painter Maurice Chabas. From 1940 to 1945 he was married to actress and theater director Héléna Bossis (pseudonym of Henriette Berthe Blanche Berriau).
Guy Pearce,"Guy Edward Pearce (born 5 October 1967) is a British-Australian actor, musician, singer and songwriter. He is known for having starred in the role of Mike Young in the Australian television series Neighbours and for appearing in films such as The Adventures of Priscilla, Queen of the Desert (1994), L.A. Confidential (1997), Ravenous (1999), Memento (2000), The Count of Monte Cristo (2002), The Time Machine (2002), The Road (2009), The King's Speech (2010), 33 Postcards (2011), Prometheus (2012), and Iron Man 3 (2013). In Australian cinema, he has appeared in The Proposition (2005), Animal Kingdom (2010), Prometheus (2012), The Rover (2014), Holding the Man (2015) and The Wizards of Aus (2016) and Alien: Covenant (2017). He has won a Primetime Emmy Award and received nominations for Golden Globe Awards, Screen Actors Guild Awards, and AACTA Awards. Since 2012, he has played the title role in the TV adaptations of the Jack Irish stories by Australian crime writer Peter Temple."
Winona Ryder,"Winona Laura Horowitz (born October 29, 1971), known professionally as Winona Ryder, is an American actress. She is the recipient of several awards, including a Golden Globe Award and has been nominated for two Academy Awards. She is best known for taking on quirky roles in her earlier films, then went on to play more prominent roles in the 90's."
Kazuya Ichijô,"Kazuya Ichijō (一条 和矢, Ichijō Kazuya, born April 11, 1966) is a Japanese voice actor. He is married to Minami Hokuto, better known by her stage name Hitomi. He also provided the voice of adult video games."
Yumi Tôma,"Yumi Nakagawa (中川 由美, Nakagawa Yumi, born December 20, 1966), known professionally as Yumi Tōma (冬馬 由美, Tōma Yumi), is a Japanese voice actress, narrator, author and singer from Chiba. She has been part of the singing group Goddess Family Club. Tōma once worked for Aoni Production before she founded her own agency ALLURE&Y. Because of her mature voice, she often plays strong and beautiful women. Tōma is married to Toei Company producer Tatsuya Yoshida."
Joanne Samuel,Joanne Samuel (born 5 August 1957) is an Australian actress who is best known for her role as the screen wife of Mel Gibson's title character in the 1979 film Mad Max.
Hugh Keays-Byrne,"Hugh Keays-Byrne (18 May 1947 – 1 December 2020) was an British-Australian actor and film director. A former member of the Royal Shakespeare Company, he was best known for playing the main antagonist in two films from the Mad Max franchise: Toecutter in Mad Max (1979), and Immortan Joe in Mad Max: Fury Road (2015). He also played Toad in the 1974 biker film Stone, and Grunchlk on the science fiction series Farscape."
Paul Michael Robinson,"Emmanuelle in Space is an American erotic science-fiction television series produced for cable and syndication in 1994. It is loosely based upon the character Emmanuelle created by Emmanuelle Arsan in the 1960s and featured in dozens of softcore films over the years. The series was produced by Alain Siritzky, whose production company proceeded to make many Emmanuelle films for screen and TV during the 1990s and 2000s."
Silvia Dionisio,Silvia Dionisio (born 28 September 1951) is an Italian actress who appeared in several movies in the 1970s.
Werner Pochath,Werner Pochath (29 September 1939 – 18 April 1993) was an Austrian film actor. He had been the partner of the ballet director of the Hamburg State Opera John Neumeier.
Zora Kerova,"Zora Ulla Keslerová (born 11 August 1950) is a Czech actress, dancer, singer and model. Often credited under the names Zora Kerova, Zora Kerowa or Zora Keer, she became known for starring in numerous Italian horror films during the 1980s."
Raviv Ullman,"Raviv ""Ricky"" Ullman (Hebrew: רביב אולמן‎; born 24 January 1986), is an Israeli-American actor, director, and musician. He is best known for playing Phil Diffy, the main character in the Disney Channel series Phil of the Future."
Leah Pipes,"Leah Marie Pipes (born August 12, 1988) is an American actress. She is most notable for starring in the television series Life Is Wild, the slasher film Sorority Row and the CW's The Originals."
Spencer Redford,"Spencer Redford is an American former actress and singer, best known for her role as Loretta Modern in the Disney Channel Original Movie Pixel Perfect."
Jalal Merhi,Jalal Merhi is a Brazilian-born Canadian action film producer. He was born in Brazil to Lebanese immigrant parents.
Evan Lurie,"Evan Lurie (born September 28, 1954 in Minneapolis, Minnesota) is an American composer and musician. Playing piano and occasionally organ, Evan was a founding member of the band The Lounge Lizards, along with his saxophonist brother John Lurie."
George Lazenby,"George Robert Lazenby (/ˈleɪzənbi/; born 5 September 1939) is an Australian actor, martial artist and former model. He is known for playing the fictional British secret agent James Bond in the Eon Productions film series, playing the character in On Her Majesty's Secret Service (1969). Lazenby's tenure as Bond was the shortest among the actors in the official film series and he is the series' only Bond actor to appear in just one film."
Angela Mao,"Angela Mao Ying (born Mao Fuching; September 20th, 1950) is a Taiwanese actress and martial artist who appeared in martial arts films in the 1970s. One of the most prominent martial artist actresses of her time, she is nicknamed ""Lady Whirlwind"" and ""Lady Kung Fu"". She was positioned as a female version of Bruce Lee."
Betty Ting Pei,"Betty Ting Pei (simplified Chinese: 丁佩; traditional Chinese: 丁珮; pinyin: Dīng pèi; born 19 February 1947) is a former Taiwanese actress who was mainly active in the 1970s. Although she acted in more than 30 films, she is best known for being the center of international speculation regarding the untimely death of Bruce Lee in her apartment."
John Calvin,"John Calvin (/ˈkælvɪn/; French: Jean Calvin [ʒɑ̃ kalvɛ̃]; born Jehan Cauvin; 10 July 1509 – 27 May 1564) was a French theologian, pastor and reformer in Geneva during the Protestant Reformation.  He was a principal figure in the development of the system of Christian theology later called Calvinism, aspects of which include the doctrines of predestination and of the absolute sovereignty of God in salvation of the human soul from death and eternal damnation, in which doctrines Calvin was influenced by and elaborated upon the Augustinian and other Christian traditions.  Various Congregational, Reformed and Presbyterian churches, which look to Calvin as the chief expositor of their beliefs, have spread throughout the world."
Christian Cousins,"Christian and Joseph Cousins (born March 17, 1983) are American actors who are identical twins. As with most cases of actors who are twins, the roles they played were usually shared between the two. Their most famous role was as Dominic in the 1990 film Kindergarten Cop alongside Arnold Schwarzenegger."
Sandy Winton,"Alexander Gordon (Sandy) Winton (born 18 December 1970) is an Australian actor. From 2010 to 2012, he portrayed Michael Williams in the soap opera Neighbours."
Diego Cadavid,"Diego Cadavid (born Diego Andrés Cadavid on December 11, 1978 in Medellín, Colombia), is a Colombian actor and cinematographer."
Annette O'Toole,"Annette O'Toole (born April 1, 1952) is an American actress, dancer, and singer-songwriter.  She is known for portraying Lisa Bridges in the TV series Nash Bridges; Beverly Marsh in the It miniseries; Lana Lang in Superman III; Kathy in the romantic-comedy Cross My Heart; and Martha Kent, the mother of Clark Kent, on the television series Smallville."
Julie Beaulieu,Julie Beaulieu (born 28 April 1983) is a Canadian gymnast. She competed in six events at the 2000 Summer Olympics.
Marc Worden,"David Marc Worden (born June 5, 1976) is a Canadian-American actor and voice actor."
Fred Tatasciore,"Fred Tatasciore (/ˈtætəʃɔːr/; Italian: [tataʃˈʃoːre]; born June 15, 1967) is an American voice actor who has provided various voices in animated films, live-action films, television shows, and video games. He currently voices Yosemite Sam, Gossamer, Peter Potamus, Reddy, Droop-a-Long Coyote, and Hulk."
Pyotr Mamonov,"Pyotr Nikolayevich Mamonov (Russian: Пётр Никола́евич Мамо́нов, pronounced [ˈpʲɵtr nʲɪkɐˈlaɪvʲɪtɕ mɐˈmonəf]; born 14 April 1951) is a Russian rock musician, songwriter and actor, frontman of the Moscow band Zvuki Mu."
Viktor Sukhorukov,"Viktor Ivanovich Sukhorukov PAR (Russian: Виктор Иванович Сухоруков; born 10 November 1951) is a Russian actor. He has appeared in more than 50 films and television shows since 1974. He starred in Happy Days (1991), which was screened in the Un Certain Regard section at the 1992 Cannes Film Festival."
Dmitriy Dyuzhev,"Dmitri Petrovich Dyuzhev (Russian: Дмитрий Петрович Дюжев) (born July 9, 1977) is a Russian film and stage actor and singer."
Mario Adorf,"Mario Adorf (German: [ˈmaː.ʁio ˈaː.dɔʁf] (listen); born 8 September 1930) is a German actor, considered to be one of the great veteran character actors of European cinema.  Since 1954, he has played both leading and supporting roles in over 200 film and television productions, among them the 1979 Oscar-winning film The Tin Drum. He is also the author of several successful mostly autobiographical books."
Mirjana Jokovic,"Mirjana Joković (Serbian Cyrillic: Мирјана Јоковић; born 24 November 1967) is a Serbian film and stage actress,  best known for her role as Natalija Zovkov in Emir Kusturica's Underground (1995).  She currently is Director of Performance for Acting and an acting teacher in the Theater Faculty of the California Institute of the Arts near Los Angeles."
Gabriela Acher,"Gabriela Acher (born 5 August 1944 in Montevideo) is a Uruguayan actress and comedian, active in Argentina."
Laura Mennell,"Laura Mennell (/mɛˈnɛl/; born 18 April 1980) is a Canadian actress known for her roles in Thirteen Ghosts, Alphas, Haven, Loudermilk, The Man in the High Castle and Watchmen. In 2011/2012 Mennell co-starred on the Sci-fi television series Alphas. Laura appeared as Charlotte Cross in the fifth season of the SyFy series Haven. In 2017 Laura currently stars in the comedy series Loudermilk as Allison. Despite being best known for her numerous science fiction roles, Mennell says she is not concerned about being typecast."
Christie Will Wolf,"Christie Will Wolf is a Canadian film and television writer, director and producer. She is best known for writing and directing a number of films including Over The Moon, Her Infidelity, Eat, Play, Love, Boy Toy, Forever Christmas, Slightly Single in L.A. and Yes, I Do and more. Will has received the Directors Guild of Canada ""Legacy Award"" for the film Her Coming."
Matthew Marsden,"Matthew David Marsden (born 3 March 1973) is an English actor, producer, singer and former model. He has appeared in films such as Helen of Troy, Anacondas: The Hunt for the Blood Orchid, Tamara, Resident Evil: Extinction, Rambo, Transformers: Revenge of the Fallen and Atlas Shrugged."
Paul Lynde,"Paul Edward Lynde (/lɪnd/; June 13, 1926 – January 10, 1982) was an American comedian, voice artist, game show panelist and actor. A character actor with a distinctively campy and snarky persona that often poked fun at his barely closeted homosexuality, Lynde was well known for his roles as Uncle Arthur on Bewitched, the befuddled father Harry MacAfee in Bye Bye Birdie, and as a regular ""center square"" panelist on the game show The Hollywood Squares from 1968 to 1981. He also voiced animated characters for four Hanna-Barbera productions."
Charles Durning,"Charles Edward Durning (February 28, 1923 – December 24, 2012) was an American actor who appeared in over 200 movies, television shows and plays. Durning's best-known films include The Sting (1973), Dog Day Afternoon (1975), True Confessions (1981), Tootsie (1982), Dick Tracy (1990) and O Brother, Where Art Thou? (2000). He was nominated for the Academy Award for Best Supporting Actor for both The Best Little Whorehouse in Texas (1982) and To Be or Not to Be (1983). Prior to his acting career, Durning served in World War II and was decorated for valor in combat."
Frank Whaley,"Frank Joseph Whaley (born July 20, 1963) is an American actor, film director, screenwriter and comedian. His roles include Brett in Pulp Fiction, Robbie Krieger in The Doors, young Archie ""Moonlight"" Graham in Field of Dreams, and Guy in Swimming With Sharks. He also appeared in the films Born on the Fourth of July, The Freshman, A Midnight Clear, Swing Kids, Broken Arrow, and World Trade Center."
Doug E. Doug,"Doug E. Doug (born January 7, 1970, Douglas Bourne) is an American actor, comedian, screenwriter, producer, and film director. He started his career at age 17 as a stand-up comedian. He played the role of Griffin Vesey on the CBS sitcom Cosby, Sanka Coffie in the film Cool Runnings, and the voice of Bernie in the animated film Shark Tale."
Ted Eccles,"Theodore Edward Eccles (born June 9, 1955) is an American actor."
Tudi Wiggins,"Tudi Wiggins (October 10, 1935 – July 19, 2006) was a Canadian actress."
Bessie Love,"Bessie Love (born Juanita Horton; September 10, 1898 – April 26, 1986) was an American-British actress who achieved prominence playing innocent, young girls and wholesome leading ladies in silent and early sound films. Her acting career spanned eight decades—from silent film to sound film, including theatre, radio, and television—and her performance in The Broadway Melody (1929) earned her a nomination for the Academy Award for Best Actress."
Johnnie Walker,"Johnnie Walker is a brand of Scotch whisky now owned by Diageo that originated in the Scottish burgh of Kilmarnock in East Ayrshire. The brand was first established by grocer John Walker. It is the most widely distributed brand of blended Scotch whisky in the world, sold in almost every country, with annual sales of the equivalent of over 223.7 million 700 ml bottles in 2016 (156.6 million litres)."
Ernest Hilliard,"Ernest Hilliard (January 31, 1890 – September 3, 1947) was an American actor. He appeared in 98 films between 1921 and 1947. He was born in New York, New York and died in Santa Monica, California from a heart attack."
Joshua Park,"Joshua Park (November 26, 1976 – August 30, 2015) was an American theater and screen actor, known for his Broadway debut as the title character of Tom Sawyer in the 2001 musical comedy, The Adventures of Tom Sawyer. He died following a brief illness with pancreatic cancer on August 30, 2015, at the age of 38. He was survived by his mother, Beverly Miller, a sister, and other relatives and friends in his native Marshville, North Carolina."
Lee Meriwether,"Lee Ann Meriwether (born May 27, 1935) is an American actress, former model, and the winner of the Miss America 1955 pageant. She is known for her role as Betty Jones, Buddy Ebsen's secretary and daughter-in-law in the 1970s crime drama Barnaby Jones. The role earned her two Golden Globe Award nominations in 1975 and 1976, and an Emmy Award nomination in 1977. She is also known for her portrayal of Catwoman, replacing Julie Newmar in the film version of Batman (1966), and for a co-starring role on the science fiction series The Time Tunnel. Meriwether had a recurring role as Ruth Martin on the daytime soap opera All My Children until the end of the series in September 2011."
James Congdon,"James Madison (1842 - August 7, 1926) was a Sergeant in the United States Army and a Medal of Honor recipient for his role in the American Civil War. ""James Madison"" was an alias, his true name was James Congdon."
Julia Ormond,"Julia Karin Ormond (born 4 January 1965) is an English actress. She rose to prominence by appearing in The Baby of Mâcon (1993), Legends of the Fall (1994), First Knight (1995), Sabrina (1995), Smilla's Sense of Snow (1997) and The Barber of Siberia (1998). She won an Emmy Award for Outstanding Supporting Actress in a Miniseries or a Movie for her role in the HBO film Temple Grandin (2010)."
Oleg Menshikov,"Oleg Evgenyevich Menshikov, PAR (Russian: Оле́г Евге́ньевич Ме́ньшиков; born 8 November 1960) is a Russian actor, theatre director and occasional singer. He is the current artistic director of the Yermolova Theatre in Moscow."
Aleksey Petrenko,Aleksei Vasilyevich Petrenko (Russian: Алексей Васильевич Петренко; 26 March 1938 – 22 February 2017) was a Soviet and Russian film and stage actor. He played Grigori Rasputin in the Elem Klimov's historical dramaAgony and Joseph Stalin in the BBC Two documentary World War II: Behind Closed Doors.
Anselme,"Anselm de Guibours (born 1625) (Father Anselm of the Blessed Mary, O.A.D., French: Père Anselme de Sainte-Marie, or simply Père Anselme) was a French Discalced Augustinian friar and noted genealogist."
Fernando Arrabal,"Fernando Arrabal Terán (born August 11, 1932) is a Spanish playwright, screenwriter, film director, novelist, and poet. He was born in Melilla and settled in France in 1955. Regarding his nationality, Arrabal describes himself as ""desterrado"", or ""half-expatriate, half-exiled""."
Libby Tanner,"Elizabeth ""Libby"" Tanner (born 1970) is an Australian stage and television actress and theatre director best known for her roles as Bronwyn Craig in the television series All Saints and as Bridget Westfall in Wentworth."
Jeremy Sims,Jeremy Hartley Sims (born 10 January 1966) is an Australian actor and director.
Alan Hale Jr.,"Alan Hale Jr. (born Alan Hale MacKahan; March 8, 1921 – January 2, 1990) was an American actor and restaurateur. He was the son of character actor Alan Hale Sr. His television career spanned four decades, but he was best known for his co-starring role on the 1960s series Gilligan's Island. He also appeared on several talk and variety shows."
Lee Garlington,"Ann Leslie ""Lee"" Garlington (born July 20, 1953) is an American actress."
Bob Gunton,"Robert Patrick Gunton Jr. (born November 15, 1945) is an American character actor of stage and screen. He is known for playing strict, authoritarian characters, including Warden Samuel Norton in the 1994 prison drama The Shawshank Redemption, Chief George Earle in 1993's Demolition Man, Dr. Walcott, the domineering dean of Virginia Medical School in Patch Adams, and Secretary of State Cyrus Vance in Argo. He also played Leland Owlsley in the Daredevil television series, Secretary of Defense Ethan Kanin in 24, and Noah Taylor in Desperate Housewives."
David Kross,"David Kross (born July 4, 1990) is a German actor. He began his career at a young age with a small role in the 2002 film Hilfe, ich bin ein Junge and worked sporadically, mainly focusing on his school work. In 2008, he won the starring role of Michael Berg in the critically acclaimed film The Reader. For his part, he was nominated for various awards and went on to win the Sierra Award at the Las Vegas Film Critics Society Awards for Youth in Film."
Christian Redl,"Christian Redl (born April 20, 1948) is a German actor and musician."
Daniel Brühl,"Daniel César Martin Brühl González Domingo (German: [ˈdaːniːɛl bʁyːl] (listen); born 16 June 1978) is a Spanish and German actor. He began his work at a young age in a German soap opera called Verbotene Liebe in 1995. In 2003, his starring role in the German film Good Bye, Lenin! received wider recognition and critical acclaim which garnered him the European Film Award for Best Actor and the German Film Award for Best Actor. Brühl has worked in both European and American productions in several languages."
Holly Aird,"Imogen Holly Aird (born 18 May 1969) is an English television actress known for playing Forensic Pathologist Frankie Wharton in the BBC1 drama series Waking the Dead, having previously starred in productions such as Soldier Soldier and the 1997 film Fever Pitch alongside Colin Firth."
Linda Hunt,"Lydia Susanna ""Linda"" Hunt (born April 2, 1945) is an American actress of stage and screen. Hunt is notable for her distinctive voice and her small stature."
Kieran Bew,"Kieran Bew (born 18 August 1980) is an English actor, known for portraying Alfonso, Duke of Calabria in Da Vinci's Demons for Starz,  Hans Christian Andersen: My Life as a Fairytale for Hallmark Entertainment and Gary Parr in Jimmy McGovern's BAFTA Award-winning The Street.  He has worked extensively in British theatre and television since graduating from LAMDA in 2001."
Emily Hamilton,Emily Miranda Hamilton (née Beevers; born 24 May 1971) is a British actress.
Flora Montgomery,Flora Anne Selina Montgomery (born 4 January 1974) is a Northern Irish actress.
Danny Hoch,"Daniel Hoch (born November 23, 1970) is an American actor, writer, director and performance artist. He has acted in larger roles in independent and art house movies and had a few small roles in mainstream Hollywood films, with increasing exposure as in 2007's We Own the Night. He is also known for his one man shows."
Mark Duplass,"Mark David Duplass (born December 7, 1976) is an American filmmaker, actor, writer, and musician. He is the brother of filmmaker Jay Duplass, and together the brothers started the film production company Duplass Brothers Productions in 1996, and have written and directed the films The Puffy Chair (2005), Baghead (2008), Cyrus (2010), Jeff, Who Lives at Home (2011), and The Do-Deca-Pentathlon (2012). Duplass played the role of Pete Eckhart in the FX television series The League (2009–2015)."
Katie Aselton,"Kathryn Aselton (born October 1, 1978) is an American actress, film director and producer. She directed and co-starred in The Freebie, which was shown in the non-competition ""Next"" category at the Sundance Film Festival in 2010. She also starred in the FX sitcom The League for its seven-season run from 2009 to 2015, and in the first two seasons of FX's Marvel Comics X-Men drama Legion."
Pauley Perrette,"Pauley Perrette (born March 27, 1969) is an American former actress, writer, singer, and civil rights advocate. She is best known for playing Abby Sciuto in the television series NCIS from 2003 to 2018."
Pyotr Velyaminov,"Pyotr Sergeevich Velyaminov (Russian: Пётр Серге́евич Вельями́нов; 1926–2009) was a Soviet Russian film and theater actor who was awarded the title People's Artist of the RSFSR. Commander of Order ""For Merit to the Fatherland"" 3rd class."
Talgat Nigmatulin,"Talgat Kadyrovich Nigmatulin (Tatar: Təlğət Qadıyr uğlı Niğmətulin, Russian: Талга́т Кады́рович Нигмату́лин; 5 March 1949, in Kyzyl-Kiya – 11 February 1985, in Vilnius) was a famous Soviet actor and martial artist. Nigmatullin was born on October 5, 1949 in a Tatar-Uzbek family in Kirgizia. He took part in many action movies. Perhaps his most famous movie was Pirates of the 20th Century. He also appeared in the following films:"
Stan Patrick,"Stanley Augustus Patrick (May 5, 1922 – January 1, 2000) was an American National Basketball Association player."
Sherman Hemsley,"Sherman Alexander Hemsley (February 1, 1938 – July 24, 2012) was an American actor, known for his roles as George Jefferson on the CBS television series All in the Family and The Jeffersons, Deacon Ernest Frye on the NBC series Amen, and B.P. Richfield on the ABC series Dinosaurs. Helmsley also played Judge Carl Robertson on the NBC series The Fresh Prince of Bel-Air. For his work on The Jeffersons, Hemsley was nominated for a Golden Globe Award and an Emmy Award. He also won an NAACP Image Award."
Luis Avalos,"Luis Ávalos (September 2, 1946 – January 22, 2014) was a Cuban character actor. He made numerous film and television appearances, most notably in the 1971–1977 children's television show The Electric Company."
Jennifer Rhodes,"Jennifer Rhodes (born Janice Wilson, August 17, 1947) is an American actress whose career spans four decades."
Chris Coppola,"Christopher Coppola (born November 26, 1968) is an American actor, voice artist, and comedian."
Michael Jeter,"Robert Michael Jeter (August 26, 1952 – March 30, 2003) was an American character actor of film, stage, and television. His television roles included Herman Stiles on the sitcom Evening Shade from 1990 until 1994 and Mr. Noodle's brother, Mister Noodle on the Elmo's World segments of Sesame Street from 2000 until 2003. Jeter's film roles include Zelig, Tango & Cash, The Fisher King, Sister Act 2: Back in the Habit, Waterworld, Air Bud, Patch Adams, The Green Mile, Jurassic Park III, Welcome to Collinwood, Open Range, and The Polar Express."
Artur Smolyaninov,"Artur Sergeevich Smolyaninov (Russian: Арту́р Серге́евич Смольяни́нов, born 27 October 1983) is a Russian actor of theater, He is known for playing the role of Oleg Lutaev in The 9th Company."
Aleksey Chadov,"Aleksey Aleksandrovich Chadov (Russian: Алексе́й Алекса́ндрович Ча́дов, born 2 September 1981) is a Russian film actor. He has appeared in more than 30 films since 2002. Brother to Andrei Chadov."
Konstantin Kryukov,Konstantin Vitalyevich Kryukov (Russian: Константин Витальевич Крюков; born 7 February 1985) is a Russian actor. He is known for playing the role of Dzhokonda in The 9th Company.
Don Bendell,"Don Bendell (born January 8, 1947) is an American author, rancher, tracker, producer, director, actor, and a former Green Beret. He has published 29 books and assisted in exposing former Atlantic City Mayor Bob Levy's claims of serving as a Green Beret as false."
Robert Le Vigan,"Robert Le Vigan (7 January 1900 – 12 October 1972), born Robert-Charles-Alexandre Coquillaud in Paris, was a French actor."
Michal Zebrowski,Michał Jan Żebrowski (born 17 June 1972) is a Polish actor and singer. He was the first actor to portray Geralt of Rivia in the movie The Hexer.
Al Thompson,"Al Thompson (September 21, 1884 – March 1, 1960) was an American film actor.  He appeared in 176 films between 1916 and 1958."
Benz Antoine,"Benz Antoine (born June 22, 1972) is a Haitian-Canadian actor who has made over 100 Film & Television appearances. He is best known for his appearances in Romeo Must Die, Death Race, Get Rich or Die Tryin', Four Brothers and I'm Not There. He also earned critical acclaim for his gripping portrayal of alcoholic cop 'Tyler Joseph' in both the original French version and the English adaptation of 19-2."
Courtney Thorne-Smith,"Courtney Thorne-Smith (born November 8, 1967) is an American actress. She is best known for her roles as Alison Parker on Melrose Place, Georgia Thomas on Ally McBeal, Cheryl in According to Jim and her recurring role on Two and a Half Men as Lyndsey McElroy."
Maia Brewton,"Maia Luisa Brewton (born September 30, 1977) is an American actress who enjoyed success in the late 1980s and early 1990s. She is best known for her role as the Mighty Thor-obsessed Sara Anderson in the 1987 film Adventures in Babysitting, and as Shelly Lewis, the antagonistic sister of the title character on the Fox Network show Parker Lewis Can't Lose, from 1990 to 1993."
Sophie Marceau,"Sophie Marceau (French: [sɔfi maʁso]; born Sophie Danièle Sylvie Maupu, 17 November 1966) is a French actress, director, screenwriter, and author. As a teenager, Marceau achieved popularity with her debut films La Boum (1980) and La Boum 2 (1982), receiving a César Award for Most Promising Actress. She became a film star in Europe with a string of successful films, including  L'Étudiante (1988), Pacific Palisades (1990), Fanfan (1993), and Revenge of the Musketeers (1994). Marceau became an international film star with her performances in Braveheart (1995), Firelight (1997), and the 19th James Bond film The World Is Not Enough (1999)."
Pascal Greggory,Pascal Greggory (born 8 September 1954) is a French actor.
Kris Andersson,"Dixie Longate is the drag persona of American actor, writer, comedian, and drag performer Kris Andersson who since 2007 has been performing a solo act called Dixie's Tupperware Party in five countries while engaging with her audience to sell actual Tupperware products."
Orson Bean,"Orson Bean (born Dallas Frederick Burrows; July 22, 1928 – February 7, 2020) was a veteran American film, television, and stage actor, and a comedian, writer, and producer.  He was a game show and talk show host and a ""mainstay of Los Angeles’s small theater scene."" He appeared frequently on several televised game shows from the 1960s through the 1980s and was a long-time panelist on the television game show To Tell the Truth. ""A storyteller par excellence"", he was a favorite of Johnny Carson, appearing on The Tonight Show over 200 times."
John Kraaijkamp Sr.,"Jan Hendrik (John) Kraaijkamp Sr. (19 April 1925 – 17 July 2011) was a Dutch Golden Calf and Louis d'Or winning actor, comedian and singer. For years, he formed a comedy team with Rijk de Gooyer. One of The Netherlands' most popular comedians, praised for his perfect timing, he also played in more serious plays, including the title role in King Lear (1979) and in the Academy Award winning WOII drama film The Assault (1986). From 1993 until 2003, he starred in the successful sitcom ""Het Zonnetje in Huis"" along his son John Kraaijkamp Jr."
Meredith Baxter,"Meredith Ann Baxter (born June 21, 1947) is an American actress and producer. She is known for her roles on the CBS sitcom Bridget Loves Bernie, ABC drama series Family (1976–80) and the NBC sitcom Family Ties (1982–89). A five-time Emmy Award nominee, one of her nominations was for playing the title role in the 1992 TV film A Woman Scorned: The Betty Broderick Story."
Dean McDermott,"Dean McDermott (born November 16, 1966)  is a Canadian actor best known as a reality television personality with his wife, actress Tori Spelling, and as the host of the cooking competition Chopped Canada. He played the role of Constable Renfield Turnbull on the TV series Due South."
Norman Wisdom,"Sir Norman Joseph Wisdom, OBE (4 February 1915 – 4 October 2010) was an English actor, comedian and singer-songwriter best known for a series of comedy films produced between 1953 and 1966 featuring his hapless onscreen character that was often called Norman Pitkin. He was awarded the 1953 BAFTA Award for Most Promising Newcomer to Leading Film Roles following the release of Trouble in Store, his first film in a lead role."
