Year of the Comet,"What seemed to be a simple little trip becomes an international chase, when an extremely rare bottle of wine's discovered (bottled during the appearance of the Great Comet of 1811). ..."
Maldeamores,"A three-part look at the ironies of love, with stories that involve a young boy, a hostage situation, and a divorced elderly couple caught in a love triangle."
Kinjite: Forbidden Subjects,A brutal Los Angeles police Lt. is determined to bust up an organization that forces underage girls into prostitution.
Blood Legacy,"In order to qualify to inherit the family fortune, the four heirs, their in-laws, and the household servants must spend the night in the family estate. However, during the night someone starts killing them off."
"Hamlet, Prinz von Dänemark","Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle."
La pianiste,A young man romantically pursues his masochistic piano teacher.
Freddy vs. Jason,"Freddy Krueger and Jason Voorhees return to terrorize the teenage population. Except this time, they're out to get each other, too."
The General,"The real-life story of Dublin folk hero and criminal Martin Cahill, who pulled off two daring robberies in Ireland with his team, but attracted unwanted attention from the police, the I.R.A., the U.V.F., and members of his own team."
"Her Majesty, Love","Wealthy man falls in love with a poor girl and proposes to her, going against the wishes of his family."
One Is a Lonely Number,"A young woman has difficulty understanding why her husband walks out on her. Alone for the first time, she finds life difficult to cope with and for a time lives with the hope that her ..."
Townies,"Welcome to Schlarb, Ohio... a small county seat overrun by misfits, freaks and weirdos! Dickie is a lonely dumpster-driver who finds companionship in his latest dumpster discovery, a young ..."
The Raven,"Dr. Vollin is a brilliant but unstable surgeon with a morbid obsession for instruments of torture. He saves the life of Jean Thatcher, a beautiful young socialite injured in an automobile accident and becomes increasingly attracted to her."
Elvis and the Beauty Queen,"After separating from his wife Priscilla in February 1972, Elvis Presley begins a love affair with Linda Thompson, a young beauty pageant contestant who became his live-in girlfriend and ..."
A Walk on the Moon,The world of a young housewife is turned upside down when she has an affair with a free-spirited blouse salesman.
Massacre,"A red gloved killer sporting gaudy Miami Vice style mirrored shades, brutally assaults a prostitute with a blade. The killings continue and it all has something to do with the film crew that's in town making a horror movie."
Albino Alligator,"While escaping from a foiled robbery attempt, three thieves find themselves surrounded by police at a New Orleans bar--only they're not the people the police are searching for."
3 Ninjas,"Each year, three brothers visit their grandfather for the summer. He is highly skilled in ninjutsu, and for years he has trained the boys in his techniques."
The Man Who Could Cheat Death,A centenarian artist and scientist in 1890 Paris maintains his youth and health by periodically replacing a gland with that of a living person.
Feeding the Masses,A darkly satiric horror film that takes an acid look at the current state of the news media while a mysterious plague is bringing the dead back to life. A small group of news reporters and ...
Officer Down,A policewoman unwittingly puts her family in danger when she uncovers corruption in her department.
The Deadly Look of Love,"Janet Flanders is swept off her feet when dashing businessman Brett Becker's sports-car nearly runs her over. In no time the dream prince becomes her adored lover, without promising her ..."
Sleepaway Camp II: Unhappy Campers,"Angela, supposedly reformed and living under an assumed surname, is working at a summer camp. However, when the campers start misbehaving, she soon reverts to her old ways."
Trancers II,"6 years after a time cop returns home from battling future alien zombies, his settled life is turned upside down when a mad scientists creates more."
Annie: A Royal Adventure!,"Leapin' lizards. America's favorite orphan is back in a brand-new adventure filled with sinister scoundrels, hilarious hi-jinks and nonstop fun."
Cape Fear,"A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him."
Ricordati di me,"In the dysfunctional Italian middle-class family Ristuccia, the middle-aged executive Carlo has a stalled life without passion, bored in his work and having a monotonous life with his wife ..."
Rambo: First Blood Part II,Rambo returns to the jungles of Vietnam on a mission to infiltrate an enemy base-camp and rescue the American POWs still held captive there.
East Broadway,"Grace is a Chinese American who longs to be a part of New York's high society. At a socialite event, she is mistaken for a Hong Kong heiress and meets her Prince Charming. Nothing is as it seems absorbing drama. What will happen to this Cinderella when the clock strikes midnight?"
FrightWorld,"Nine people find themselves trapped in a warehouse that contains the remains of the old Frightworld Amusement Park - a place haunted by the spirit of Verden Fell, a serial killer who died there a year before."
Yentl,A Jewish girl disguises herself as a boy to enter religious training.
Two Guys Talkin' About Girls,"When longtime friends Joey Fortone and Lenny Kaminski get together, the race is on to get one up on the other. Their fantasies abound and their results lag far behind."
Il medaglione insanguinato (Perche?!),"The titular medallion is a gift presented to young Nicole Elmi. Once the girl places the gift around her neck, she is possessed by the spirit of a dead child who was a murderess."
Munchie Strikes Back,"The magical Munchie is back, and if he gets in any more trouble it's off to the dullest constellation in the galaxy. Staying out of trouble has never been easy for Munchie, but this time he..."
My Girl 2,"Vada Sultenfuss must go to LA to stay with her Uncle Phil to do some research on her mother's life, but finds much more."
Rudolph and Frosty's Christmas in July,"The Winterbolt is trying to make North Pole his evil wonderland, and it is up to Frosty the Snowman, Rudolph the Red-Nosed Reindeer and other icons to stop him."
WWF Over the Edge,"WWF Intercontinental Title: The Godfather vs. Owen Hart (match canceled due to Owen's death before the start of the match), Debra & Jeff Jarrett vs. Nicole Bass & Val Venus, WWF Title: ..."
Whoever Did This,"Ralph's callous behavior finally steps over the line, while Chris gets deeper into his heroin addiction and Uncle Junior's mental capacity begins to become in question."
Krocodylus,"A pair of entrepreneurs with more bravery than brains hit upon the idea of blood surfing: spreading chum in the water in order to attract sharks, then hopping on a surfboard and riding ..."
The Maltese Falcon,"A lovely dame with dangerous lies employs the services of a private detective, who is quickly caught up in the mystery and intrigue of a statuette known as the Maltese Falcon."
Oblivion,"On this planet, it's Cowboys and Aliens."
The Catman of Paris,Are mysterious killings in Paris of 1896 the work of man or monster?
The Man from Earth,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.
Sakebi,An experienced police detective has to investigate the murder of an unknown woman dressed in a scarlet dress.
The Next Man,"Influential Arab diplomat becomes the target of numerous assassination attempts, after he announces his plan to make peace with Israel by letting them join the Organization of the Petroleum Exporting Countries (O.P.E.C.)."
The Vagina Monologues,"Coochie Snorcher. Powder box. Toadie. Fannyboo. Mushmellow. Call it what you like, the vagina is many things to many women. Acclaimed writer/performer Eve Ensler is the star of this ..."
Slaughterhouse Rock,"A man visits Alcatraz prison after having dreams about all the people who died there. When he gets there, his brother is possessed by an evil cannibal demon. The ghost of a female heavy ..."
La casa 4 (Witchcraft),"When a storm strands a group on a Massachusetts island where the only dwelling is an old hotel supposedly haunted by the ghost of a former German actress (Knef), the result is the standard ..."
Gospel of Deceit,A preacher's wife falls for a young man.
Sgt. Bilko,"Sgt. Bilko is a well-liked conman in charge of the army base's motor pool, developing a hover tank and unofficially of gambling etc. One man hates Bilko and he's coming to inspect the base for possible closure."
Pipe Dream,"A lonely plumber poses as a director to meet women, and the writer whose script he's stolen builds on his ruse to get her movie made."
Rising,A team of scientists think they have found the location of the long lost city of Atlantis. It can be reached by a Stargate address that leads to the Pegasus galaxy.
Gin-iro no kami no Agito,It is 300 years into the future. Earth's environment had been devastated by mankind's own foolish plans and humankind is beleaguered by the sentient forests which they have awoken. The ...
Private Lessons,An immigrant housemaid seduces a 15-year-old boy and later fakes her own death as part of his chauffeur's blackmail plot. Troubles arise when the two start to fall in love.
French Kiss,"A woman flies to France to confront her straying fiancee, but gets into trouble when the charming crook seated next to her uses her for smuggling."
Jimi Plays Berkeley,"A record of singer Jimi Hendrix' concert in Berkeley, California, in 1970."
Transylvania 6-5000,"Two reporters for a tabloid newspaper are sent to Transylvania to find the Frankenstein monster, or get fired. They are laughed at there, but something suspicious is going on. Could there be monsters, vampires, mummies and werewolves?"
Meet the Baron,"The famous Baron Munchausen dumps two dimwits in the African jungle. A rescue team mistakes one of them for the missing Baron, and returns them to the US, where they're greeted as heroes. ..."
G.I. Jane,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.
All Over the Guy,"""All Over The Guy"" is a contemporary romantic comedy about the quest to find the ""one"" when ""the one"" doesn't know he's the ""one."" It explores the unlikely pairing of two 20-somethings ..."
Alice,A spoiled Manhattan housewife re-evaluates her life after visiting a Chinatown healer.
The Angry Breed,"In Vietnam, aspiring actor Johnny Taylor is given a prize film script after saving the life of a Hollywood screenwriter. On his return, Johnny has trouble finding a studio that will let him..."
I Bury the Living,Cemetery director Robert Kraft discovers that by arbitrarily changing the status of plots from empty to occupied on the planogram causes the death of the plots' owners.
Hvordan vi slipper af med de andre,"A satirical drama revealing the consequences of the Danish government's ""New Copenhagen Criteria"", a new policy aiming at securing the nation's survival. Citizens who fail to meet the ..."
Recipe for Murder,A medical examiner investigates his niece's mysterious death in a car accident.
It's All Gone Pete Tong,A famous DJ in the Ibiza club scene finds the alcohol and drug-fueled party that is his life threatened by the progressive loss of his hearing.
Red Riding Hood,"Grandma is babysitting her two grandkids. The girl wants to go out, but grandma asks them to hear a story first. The kids accept if they can change aspects of the story such as replacing the wolf with a werewolf. Is there a catch?"
Class of 1984,A new teacher at a troubled inner-city high school soon ends up clashing with the delinquent leader of a punk posse that runs the school.
A Wake in Providence,"When Anthony's African-American girlfriend Alissa meets his Italian-American family at his grandfather's funeral, confrontations, confessions, and a hilarious race to the altar ensue!"
Lipstick,A top fashion model seeks justice after she is brutally raped by her teenaged sister's music teacher.
Street of Dreams,Add a Plot »
Underneath,A recovering gambling addict attempts to reconcile with his family and friends but finds trouble and temptation when caught between feelings for his ex-wife and her dangerous hoodlum boyfriend.
Maniac Cop 3: Badge of Silence,"A priest practicing the Voodoo arts resurrects Matt Cordell, who takes his badge and comes back from the dead to do his bidding."
Andy Hardy Meets Debutante,"Judge Hardy takes his family to New York City, where Andy quickly falls in love with a socialite. However, he finds the high-society life too expensive and eventually decides that he liked it better back home."
"Walker, Texas Ranger: Trial by Fire","Walker investigates a murder connected with a missing government weapon. In addition, he tries to track down a teen on the run from a crime syndicate."
Muppet Treasure Island,The Muppets' twist on the classic tale.
The Child,"A newly hired housekeeper arrives to her employer's house in the countryside. She slowly discovers that the only child in the house, an eleven-year-old girl, hides a deadly secret."
Georgia,Sadie is desperately looking up to her older sister Georgia who is a famous C&W artist. Her desperate need to be accepted by her sister is constantly complicated by her drug and alcohol problems.
Adama Meshuga'at,"Set in mid-70's, 12-year old Dvir Avni navigates between the equality values of his home-born Kibbutz and the relationship with his undermined mother, whom the Kibbutz members will to denounce."
Deathrow Gameshow,"Chuck Toedan's the host of a gameshow featuring death row convicts competeing in life-or-death contests in hopes of cheating the executioner or, at the very least, winning some nice prizes ..."
Home Alone 3,"Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car."
Invasion of the Star Creatures,A pair of comical soldiers (Robert Ball and Frankie Ray) investigate a mysterious crater in an atomic detonation area and discover several beautiful alien vixens (Dolores Reed and Gloria ...
Bronco Billy,"An idealistic, modern-day cowboy struggles to keep his Wild West show afloat in the face of hard luck and waning interest."
Under Hellgate Bridge,After being falsely imprisoned Ryan looks up his old girlfriend Carla who set him up. Carla is now married to Vincent who is Ryan's old nemesis and old vendettas resurface.
Pit Fighter,"Jack Severino has no memory, all he knows is the brutal sport of Pit Fighting. When his past catches him up, he realizes he is not who he thought he was. For some men must fight for redemption."
Wonder Woman,A super-hero uses her powers to thwart an international spy ring.
Looking for Richard,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III."""
"Quo Vadis, Baby?",A private detective investigates her sister's suicide 16 years earlier.
Syriana,A politically charged epic about the state of the oil industry in the hands of those personally involved in and affected by it.
The Adventures of the American Rabbit,"To fight evil, a young rabbit can transform into a star spangled superhero."
Deathstalker,"The warrior Deathstalker is sent by a witch on a quest to find a chalice, an amulet, and a sword, two of which are held by the wicked sorcerer Munkar."
The Bride Came C.O.D.,A financially-strapped charter pilot hires himself to an oil tycoon to kidnap his madcap daughter and prevent her from marrying a vapid band leader.
Severed,"A ritualistic serial killer is beheading victims all over a city, and those surrounding the case are pulled into his world as they try and stop him."
American Empire,"Two men join forces to build a cattle empire, battle rustlers, bad weather and each other."
The Guardian,"A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's ""A"" School, where legendary rescue swimmer Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice."
Puss in Boots,Delightful tale of a cat who becomes a sharp gentleman and sets out to restore his master's name and wealth after he gives Puss a pair of magic boots.
La dama rossa uccide sette volte,"When two sisters inherit their family castle, a string of murders committed by a mysterious dark haired woman in a red cloak targets their circle of friends. Is the killer their ancestor, ..."
Who Done It?,The stooges are private detectives looking for a missing millionaire. They wander around the millionaire's spooky mansion confronting various crooks and a dangerous dame. The stooges ...
Home Room,A high school shooting has repercussions on the town and students.
Histoire d'un poisson rouge,"Similar in design and technique to ""The Red Baloon"", and winner of the 1959 International Critics Prize at the Cannes Film Festival, this is the story of a boy who has a goldfish as a pet, ..."
John Denver and the Muppets: A Christmas Together,"In this beloved holiday classic, Kermit the Frog, Miss Piggy and all the Muppets join the singer for a heart-warming Christmas celebration, with traditional carols as well as lesser-known holiday songs."
Puppet Master: The Legacy,"Peter Hertz, who was rescued from the Nazis as a child by Andre Toulon in the 1940's, is now an old man and has inherited the puppets. He is pursued by an assassin who forces him to tell her the entire history of Toulon and the puppets."
Gespenster,"Nina, an end-of-teenage orphan with mental problems, starts a new job as a garden cleaner when she meets Toni. They fell in love with each other, but soon Toni starts betraying Nina. In the..."
Murderous Camouflage,"Someone killed legendary porn king Fat Guy, and Detectives Moose & Squirrel must go deep undercover (literally) to find the murderer with the help of their ""special"" homicide unit. The ..."
"Dance, Fools, Dance","After the death of her father and loss of the family fortune, Bonnie gets a job as a cub reporter while her brother becomes involved in bootlegging."
Show People,A young lady from Georgia goes to Hollywood in the hopes of becoming an actress.
They Gave Him a Gun,"Jimmy is drafted and ends up in Fred's troop on his way to Europe. Jimmy becomes vicious with his gun, wins a medal, and weds Fred's nurse girlfriend, Rose. Back home years later, Rose ..."
Dykkerne,2 Danish teen brothers visit their grandpa on his old fishing boat and scuba dive. Some men hire an old minesweeper to find the sunk German sub U-461 from WW2 but the brothers find it. A lot of strange things start happening.
Undying,Former soldier Patrick Galloway receives a plea for help from his old friend and former comrade in arms Jeremiah Covenant.
Enchanted April,"Four English women, after World War I, who are unhappy with their lives, and their time away on vacation in a beautiful Italian villa."
The Chinese Job,"After an attempt to rescue a kidnap victim the officer in charge, Supt. Sandra Pullman, who also shot a dog during the raid, is reassigned. DAC Donald Bevan puts her in charge of UCOS, a ..."
Stardust,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
The New House,A young couple move into a home that is haunted by a girl who had been hanged there many years ago and vowed never to be evicted from the site.
No Child of Mine,"A woman accustomed to always having the last word in every situation, finds herself trying to ""rescue"" her grandson, Jesse, from being signed away to grow up in an institution for Down's Syndrome children."
Anjos do Sol,"In 2002, 12-year-old Maria, living in dire poverty with her family, is sold by her fisherman father to prostitute recruiter Seu Tadeu, who takes her to a low-class brothel in the Amazon ..."
Sur mes l猫vres,She is almost deaf and he lip-reads. He is an ex-convict. She wants to help him. He thinks no one can help except himself.
Qun long xi feng,"Lo Tung and his friend Malted Candy, pedicab drivers working the streets of Macao, have both fallen in love. The problem is that both their objects of affection - one a baker, the other a ..."
Die Polizistin,Add a Plot聽禄
The Sundowners,Brother is pitted against brother in this tale of fueding ranchers in the old west.
Mr. Blandings Builds His Dream House,A man and his wife decide they can afford to have a house in the country built to their specifications. It's a lot more trouble than they think.
Ifigeneia,"To appease offended gods before going to war, a commander must sacrifice his favorite daughter to them but does so under the pretext of marrying her off."
Soapdish,"An ambitious television soap actress connives with her producer to scuttle the career of the show's long-time star, but nothing works as they plan."
Tony Arzenta (Big Guns),"A mob hitman wants to retire, but his bosses don't think that's a good idea. Complications--and many bloody shootouts-ensue."
Night of the Living Homeless,"One day after Kyle gives $20 to a homeless person, South Park becomes overrun with panhandlers."
Tulip,"Will, a widower struggling to cope with his wife Ruth's death, is confronted by the harsh reality of trying to cope with grief, loneliness, helplessness and the responsibility of taking care of Ruth's pet cow, Tulip."
The French Doors,A man installs a set of French doors during a renovation. What he doesn't know is that the doors harbour a secret. A dark secret...
Strong Island Boys,Ari is a junior-high student who likes wrestling and lifting weights more than anything else. One day at a local park he and his friend Jeremy are brutally beaten by a group of older guys. ...
"I, the Jury","Dectective Mike Hammer is determined to catch and kill the person who shot his close friend dead, so he follows clues that lead to a beautiful, seductive woman."
The Babysitter,An Assistant District Attorney is about to prosecute members of a motorcycle gang for murder when he gets blackmailed because of an affair with a teenage babysitter.
Cream Reunion Concert,"After nearly four decades of not playing together, Cream reunited in May 2005 in London to play at Royal Albert Hall. This DVD highlights the four nights Cream mesmerized audiences at that ..."
In the Company of Darkness,"After young policewoman Gina Pulasky succeeds in handling a domestic fight particularly well, she's added to a small team of detectives assigned to a case of gruesome child killings. She ..."
Space Adventure Cobra,"Cobra, a famous space pirate with a psycho-gun hidden in his left arm, supposed dead for two years, is back in action. He falls for bounty huntress Jane Flower, whom crime lord Necron wants dead, and tries to help her save her world."
Forbidden Lie$,"A dramatized documentary investigating accusations that ""Forbidden Love"" author Norma Khouri made up her biographical tale of a Muslim friend who was killed for dating a Christian."
Como Era Gostoso o Meu Franc锚s,"In 1594 in Brazil, the Tupinamb谩s Indians are friends of the French and their enemies are the Tupiniquins, friends of the Portuguese. A Frenchman (Ardu铆no Colassanti) is captured by the ..."
A Personal Journey with Martin Scorsese Through American Movies,Martin Scorsese describes his initial and growing obsession with films from the 1940s and 50s as the art form developed and grew with clips from classics and cult classics.
Anne of Green Gables,A romantic teenage girl is adopted by a pair of elderly siblings in turn-of-the-century Canada.
Her Deadly Rival,A man's marriage is threatened by an unknown admirer.
Mukhsin,"Another gem from Yasmin Ahmad (Sepet), Mukhsin examines the most common and uncomfortable human experience. Orked is ten and her best friend, Mukhsin is twelve. The movie explores what ..."
Saint Joan,"In 1456, French King Charles VII recalls the story of how he met the seventeen-year-old peasant girl Joan of Arc, entrusted her with the command of the French Army, and ultimately burned her at the stake as a heretic."
Fr盲ulein Doktor,"During the First World War, a female German spy Fraulein Doktor and her team of saboteurs plan to kill Lord Kitchener, obtain the Allied defense plans and steal the new French mustard gas formula."
The Saint Strikes Back,"Simon Templar, the Saint, travels to San Francisco to solve crime mysteries within the police department."
Ladrones y mentirosos,"""Ladrones & Mentirosos"" is the heartrending story of three Puerto Rican families struggling to stay together in a society overcome by corruption and drugs. Using a parallel structure, the ..."
La coda dello scorpione,"The Case of the Scorpion's Tail begins with the mysterious death of a millionaire and spirals into the murder of his suddenly rich wife, which draws the attention of a dogged investigator, who follows a trail of blood to the bitter end."
Ahista Ahista,"An acting marriage witness Ankush falls in love with a girl who has been betrayed by her lover. When he returns back, Ankush tries his best to save his relationship."
Sandra: The Making of a Woman,"Sandra, a teenager who lives in the countryside, is brutally abused by her neurotic and alcoholic father. After his death, Sandra goes to San Francisco to experience the free love."
O vasilias,"A former drug addict gets a new lease of life in his grandfather's dilapidated rural estate, only to face the closed community's unwritten laws. Now, all that's needed is a flaming catalyst. Who can stop the advent of hell on New Paradise?"
Police Python 357,"An inspector is having a secret relationship with a woman. When she is murdered by his boss, all proof is against him."
Antwone Fisher,"Antwone Fisher, a young navy man, is forced to see a psychiatrist after a violent outburst against a fellow crewman. During the course of treatment a painful past is revealed and a new hope begins."
The Big Bad Swim,A group of Connecticut locals enroll in an adult-education beginner's swim class.
On Thin Ice,"Based on a true story. Patsy McCartle is a widow with two sons trying to gather all the money she has to pay for her car, bills, and her son's medication, all of which she can barely afford..."
Higher and Higher,"With their employer bankrupt, servants scheme to marry maid Millie to a rich husband. But Frank Sinatra lives across the street..."
Heart of Steel,"A steel factory that employs most of the town shuts down, leaving a man desperate to keep his family and friends together while alcohol consumes him in this depressing drama."
The California Kid,"A deranged desert town sheriff has a murderous habit of forcing speeders to their deaths, until a young man with a souped-up hotrod arrives to possibly end it."
The Shop Around the Corner,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal."
Shall we dansu?,A successful but unhappy Japanese accountant finds the missing passion in his life when he begins to secretly take ballroom dance lessons.
Rhythm on the River,"Popular songwriter Oliver Courtney has been getting by for years using one ghost writer for his music and another for his lyrics. When both writers meet at an inn, they fall in love and ..."
Yatzati L'Hapes Ahavah - Techef Ashuv,"Dan Katzir's autobiographical film expresses the outcry of his generation, as it struggles to find love and privacy amidst the reality of daily terror and hate. Mr. Katzir, a former officer..."
I miracoli accadono ancora,A seventeen-year-old schoolgirl is the sole survivor of a plane crash in the Peruvian Amazon.
No somos nadie,Two Spanish pan-handlers soon find themselves in over their heads when they stumble upon an opportunity to redeem themselves and perhaps the entire planet. The world appears to suffer from ...
Guardian of the Abyss,A scrying glass puts an antiques exporter in the path of a woman fleeing from devil worshipers and the evil hypnotist who leads them.
The Man in the Moon,A coming of age story set in the south of the U.S. when Elvis was King.
A View from a Hill,"In fact Dr Fanshawe is not on holiday. As an archaeologist, he has been engaged by the squire to catalogue a private collection of local artefacts."
Mission of Justice,"""Law and order"" mayorial candidate Brigitte Nielsen is the ruthless and racist leader of a secret neo-fascist group out to take control of the city by whatever means necessary."
The Menagerie: Part I,"Spock kidnaps the crippled Capt. Pike, hijacks the Enterprise and then surrenders for court martial."
The Dark Horse,Jailbird is hired to lead a dimwitted candidate's campaign for governor.
Once in the Life,"Street hustler Mike cooks up a drug rip-off with his estranged half-brother Torch. Simple robbery turns fatal bloodbath, so they hide out in a claustrophobic rat hole waiting for Mike's buddy Tony, who's ""out of the life,"" or so he says."
My Life with Caroline,"Caroline Mason, on vacation with her father Mr. Bliss in Idaho, has fallen in love with gaucho Paco Del Valle, the two who plan to get married. The problem is is that she's already married,..."
Ulysses,"James Joyce's masterpiece incarnated: The story of two seperated Dublin wanderers, Leopold Bloom and Stephen Dedalus, struggling to control their personal lives."
Hessed Mufla,"Against the backdrop of AIDS, the film explores two families, each with a gay son. Jonathan is splitting from Miki because the more experienced Miki is playing around. Then Jonathan sees ..."
Green Eyes,Disillusioned Vietnam veteran Lloyd Dubeck travels back to Southeast Asia in search among thousands of war orphans for the son he left behind.
Reise der Hoffnung,The story of a poor Turkish family who try to emigrate illegally to Switzerland.
Garde 脿 vue,"A police inspector, suspecting an attorney of two child sex murders, has him held for a questioning session that goes on for hours."
I Woke Up Early the Day I Died,"A cross-dressing mental patient escapes from an asylum and robs a bank. The money is soon stolen from him, and he embarks on a killing spree in an attempt to retrieve it."
Torrent,"A young girl and her father are kicked out of their house by a cruel noblewoman, and the girl's heart is broken when her sweetheart, the noblewoman's son, won't go to Paris with them. After..."
Dangan ranna,"A salaryman, a drug addict and a yakuza go on a breathless three man chase through the streets of Tokyo, each for a different reason and fighting demons."
Tiempo de valientes,"Mariano Is a psychologist who must fulfill community service after losing a lawsuit by a traffic accident. He is forced to provide therapeutic support to Alfredo, a policeman depressed over..."
This Man's Navy,"Ned Trumpet, the chief pilot of a Navy blimp, is given to weaving accounts of the fighting prowess of his non-existent son. His friendship with widow Maude Weaver and her son Jess in effect sets him up with a real family."
High Tide,Story about a backup singer for an Elvis impersonator who re-enters her past when she leaves a tour in a small town and finds her daughter in a mobile home park.
The Kennel Murder Case,"Philo Vance, accompanied by his prize-losing Scottish terrier, investigates the locked-room murder of a prominent and much-hated collector whose broken Chinese vase provides an important clue."
The Karate Killers,U.N.C.L.E. agents Napoleon Solo and Illya Kuryakin battle T.H.R.U.S.H. spies to seize Dr. True's secret chemical formula used in extracting gold from sea water.
Namak Halaal,"Brought up by his grandfather, Arjun Singh moves to the city in search of a new job and life. While in the city he meets Bhairon who helps him find a job as a singer in a 5-star hotel owned by Raja."
Cross Eyed,"Nothing and no one in Ernie's life wants him to be a writer. Not his boss, not his roommates, not even the neighborhood meter maid. All seem bent on squashing him and the noble pursuit of ..."
Il mondo dei sensi di Emy Wong,"After a wild night on the town, a dashing British airline pilot is attacked by thugs, and when he wakes in hospital he finds himself being cared for by a beautiful doctor, Emy Wong. He ..."
Pick a Star,A Cinderella story of a young country girl who comes to Hollywood and achieves movie stardom with the help of a publicity man.
Trailer Park Boys,Two petty felons have a documentary made about their life in a trailer park.
Soldier,"A soldier trained from birth is deemed obsolete and dumped on a waste planet where he is reluctantly taken in by a community of defenseless, stranded wayfarers."
Disorganized Crime,"Career criminal Frank plans a bank heist and sends for his buddies to help pull the job. Before his buddies arrive, he's caught, forcing his cohorts to pull the job alone. Frank soon escapes, setting off a search by the bumbling cops."
Bette Midler in Concert: Diva Las Vegas,Add a Plot聽禄
Man with the Gun,"When a notorious tough 'town tamer' is hired by the citizenry to rid of the gunmen driving them off their land, he finds the local saloon madam to be an old friend."
Docteur Petiot,"Based on the real life of Dr. Marcel Petiot: During world war II Petiot, an MD living in occupied Paris, promised to help wealthy Jewish people among his patients to flee occupied France ..."
Tallinn pimeduses,"In August, 1991, Estonia reclaims its independence from the USSR and brings to its national bank nearly $1 billion in gold bullion hidden in Paris for 50 years. Russian mobsters have a bold..."
Ne goryuy!,A young happy-go-lucky village doctor lives a leisurely life as comic events unfold around him.
WrestleMania XIV,"WWF Champion Shawn Michaels vs. Stone Cold Steve Austin, WWF IC Champion The Rock vs. Ken Shamrock, WWF European Champion Triple H vs. Owen Hart, WWF Tag Team Champions The New Age Outlaws ..."
O Lampi茫o da Estrela,"An unsuccessful football manager tries to impress an aristocratic, successful one, with the objective of selling him the passes of two unpromising African players."
Phantom Lady,A devoted secretary risks her life to try to find the elusive woman who may prove her boss didn't murder his selfish wife.
White Wolves II: Legend of the Wild,"As a plea-bargain to clear their school records, a group of misfit teens ventures into the majestic but unforgiving wilderness to help a young naturalist save the vanishing wolves. After ..."
The Dinner Party,"A group of young women, all friends, gather for a formal dinner party. Soon the discussion gets around to their favorite sexual fantasies"
Cracker Bag,"Eddie spends her pocket money collecting firecrackers, to prepare for Cracker Night. This key moment will live on in Eddie's memory, transforming her for life."
Milyang,"A woman moves to the town where her dead husband was born. As she tries to fit in, another tragic event overturns her life."
Desert Fury,"The daughter of a Nevada casino owner gets involved with a racketeer, despite everyone's efforts to separate them."
Carmen,A group of flamenco dancers are rehearsing a very spanish version of the Prosper Merimee's drama. Antonio (the coreographer) falls in love with Carmen (the main dancer). Their story then ...
So You Want to Be in Pictures,Aspiring actor Joe McDoakes blows his first part at Warner Brothers and has to settle for being a stand-in.
Johnny Yuma,"A conniving wife has her husband murdered, and also plans to kill his nephew, the only heir, with the assistance of her ex-lover. When she tries to double-cross the ex-lover, he and the heir team up and kill her bodyguards."
Pinjar: Beyond Boundaries...,"In the days leading up to Partition, a Hindu woman is abducted by a Muslim man. Soon, she finds herself not only forced into marriage, but living in a new country as the borders between India and Pakistan are drawn."
Tenk没 no shiro Rapyuta,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.
Jedna ruka netlesk谩,"Fate has been harsh to Standa but he took all the hard knocks without much fuzz. Being released from a prison, he believes everything would change for the better now. His former boss Zdenek..."
The Divorce of Lady X,Divorce lawyer Everard Logan thinks the woman who spent the night in his hotel room is the erring wife of his new client.
Four Girls in White,Four student nurses cope with life and career problems while interning at a major hospital.
Forever Blue,The murder of a cop in 1968 is reopened when a dying jailbird makes a deal with the police in order to get released earlier and tells them that he found drugs in the victim's car.
Ginga tetsud么 Three-Nine,The adventures of a brave young boy who travels from planet to planet in a determined quest to avenge his mother's death.
"Ekspres, Ekspres","After his father's death, a young man (Gregor Bakovic) uses the black mourning flag and sews himself a pair of trousers. He then takes a train trip and meets a variety of bizarre characters..."
The Highest Honor,The true story of a daring raid on Japanese-occupied Singapore Harbour by Australian and British troops during WWII.
Pickup on South Street,A pickpocket unwittingly lifts a message destined for enemy agents and becomes a target for a Communist spy ring.
Try and Catch Me,"A mystery writer suspects her niece's husband of murdering her, and she exacts revenge by asphyxiating him in her house safe."
The Super Cops,"The true story of two New York City cops. Greenberg & Hantz fought the system, became detectives and were known on the streets as ""Batman & Robin""."
